"","Policy.Number","Age","Age.Band","Avg.Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender","Gender.Dummy","Married","Married.Dummy","Vehicle.Age","Vehicle.Age.Band","Avg.Vehicle.Age","Fuel.Type","Fuel.Type.Dummy","Losses","Count","Capped.Losses","logloss"
"3757",165211,20,"16-25",20.6,1,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,370,1,370,5.91350300563827
"9840",121749,34,"26-59",42.4,14,3,"M",1,"Single",1,15,"11+",12.97,"P",0,214,1,214,5.36597601502185
"1863",184927,16,"16-25",20.6,0,1,"M",1,"Single",1,11,"11+",12.97,"D",1,1279,1,1200,7.15383380157884
"12972",147621,26,"26-59",42.4,9,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,356,1,356,5.87493073085203
"12754",126899,44,"26-59",42.4,24,3,"M",1,"Single",1,2,"0-5",2.5,"D",1,846,1,846,6.74051935960622
"13706",149164,24,"16-25",20.6,7,4,"M",1,"Married",0,12,"11+",12.97,"D",1,551,1,551,6.31173480915291
"14247",163263,52,"26-59",42.4,31,4,"M",1,"Married",0,3,"0-5",2.5,"D",1,585,1,585,6.37161184723186
"13006",179012,39,"26-59",42.4,19,4,"F",0,"Married",0,6,"6-10",8.02,"P",0,281,1,281,5.63835466933375
"300",105488,51,"26-59",42.4,30,1,"F",0,"Single",1,0,"0-5",2.5,"D",1,648,1,648,6.47389069635227
"8747",104974,25,"16-25",20.6,6,3,"M",1,"Single",1,13,"11+",12.97,"D",1,903,1,903,6.80572255341699
"12858",112717,34,"26-59",42.4,13,4,"F",0,"Single",1,7,"6-10",8.02,"P",0,387,1,387,5.95842469302978
"10595",117470,38,"26-59",42.4,17,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,389,1,389,5.96357934361845
"7294",111176,50,"26-59",42.4,33,2,"M",1,"Married",0,3,"0-5",2.5,"D",1,583,1,583,6.36818718635049
"826",154644,64,"60+",65.1,43,1,"M",1,"Single",1,3,"0-5",2.5,"P",0,455,1,455,6.12029741895095
"13043",161811,63,"60+",65.1,46,4,"F",0,"Single",1,15,"11+",12.97,"P",0,21,1,21,3.04452243772342
"14874",101792,66,"60+",65.1,47,4,"F",0,"Single",1,14,"11+",12.97,"P",0,222,1,222,5.40267738187228
"3011",105707,24,"16-25",20.6,5,2,"F",0,"Single",1,13,"11+",12.97,"P",0,270,1,270,5.59842195899838
"10675",137758,70,"60+",65.1,52,3,"M",1,"Married",0,2,"0-5",2.5,"D",1,641,1,641,6.46302945692067
"799",107873,58,"26-59",42.4,38,1,"F",0,"Married",0,2,"0-5",2.5,"P",0,386,1,386,5.95583736946483
"5830",133237,24,"16-25",20.6,7,2,"M",1,"Single",1,13,"11+",12.97,"P",0,360,1,360,5.88610403145016
"9285",106514,43,"26-59",42.4,26,3,"M",1,"Single",1,8,"6-10",8.02,"P",0,446,1,446,6.10031895202006
"14314",182026,23,"16-25",20.6,5,4,"M",1,"Single",1,13,"11+",12.97,"P",0,419,1,419,6.03787091992214
"8665",100412,58,"26-59",42.4,41,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,481,1,481,6.17586727010576
"3651",101066,54,"26-59",42.4,35,2,"M",1,"Single",1,13,"11+",12.97,"P",0,453,1,453,6.11589212548303
"8117",113156,17,"16-25",20.6,0,3,"M",1,"Single",1,14,"11+",12.97,"D",1,629,1,629,6.44413125670044
"6728",107370,16,"16-25",20.6,0,2,"F",0,"Single",1,7,"6-10",8.02,"D",1,740,1,740,6.60665018619822
"6467",107167,68,"60+",65.1,50,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,288,1,288,5.66296048013595
"12143",168459,52,"26-59",42.4,31,3,"F",0,"Married",0,5,"0-5",2.5,"D",1,600,1,600,6.39692965521615
"1104",109093,39,"26-59",42.4,21,1,"F",0,"Single",1,4,"0-5",2.5,"D",1,739,1,739,6.6052979209482
"9645",153245,61,"60+",65.1,42,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,87,1,87,4.46590811865458
"8136",116640,23,"16-25",20.6,4,3,"M",1,"Married",0,12,"11+",12.97,"P",0,182,1,182,5.2040066870768
"2347",153887,21,"16-25",20.6,4,1,"M",1,"Married",0,13,"11+",12.97,"P",0,340,1,340,5.82894561761021
"6134",179667,35,"26-59",42.4,18,2,"F",0,"Single",1,11,"11+",12.97,"P",0,358,1,358,5.8805329864007
"6723",196143,16,"16-25",20.6,0,2,"M",1,"Single",1,14,"11+",12.97,"D",1,550,1,550,6.30991827822652
"991",190059,68,"60+",65.1,47,1,"F",0,"Single",1,15,"11+",12.97,"P",0,101,1,101,4.61512051684126
"3683",115700,65,"60+",65.1,47,2,"M",1,"Single",1,1,"0-5",2.5,"P",0,112,1,112,4.71849887129509
"609",147581,60,"60+",65.1,42,1,"F",0,"Single",1,8,"6-10",8.02,"P",0,241,1,241,5.48479693349065
"11984",152143,45,"26-59",42.4,26,3,"F",0,"Single",1,6,"6-10",8.02,"P",0,455,1,455,6.12029741895095
"12738",169738,43,"26-59",42.4,22,3,"M",1,"Single",1,2,"0-5",2.5,"D",1,822,1,822,6.71174039505618
"11944",109822,18,"16-25",20.6,0,3,"F",0,"Single",1,12,"11+",12.97,"D",1,649,1,649,6.47543271670409
"8039",176523,32,"26-59",42.4,13,3,"F",0,"Single",1,5,"0-5",2.5,"D",1,569,1,569,6.34388043412633
"1857",119687,20,"16-25",20.6,3,1,"M",1,"Married",0,12,"11+",12.97,"P",0,410,1,410,6.01615715969835
"642",146036,27,"26-59",42.4,10,1,"F",0,"Single",1,6,"6-10",8.02,"P",0,363,1,363,5.89440283426485
"7983",147044,19,"16-25",20.6,2,3,"M",1,"Single",1,15,"11+",12.97,"P",0,480,1,480,6.17378610390194
"8110",122151,28,"26-59",42.4,7,3,"F",0,"Married",0,14,"11+",12.97,"P",0,115,1,115,4.74493212836325
"9060",162314,38,"26-59",42.4,21,3,"F",0,"Married",0,3,"0-5",2.5,"D",1,583,1,583,6.36818718635049
"4571",139100,49,"26-59",42.4,28,2,"F",0,"Single",1,8,"6-10",8.02,"P",0,376,1,376,5.92958914338989
"15079",137977,45,"26-59",42.4,24,4,"M",1,"Single",1,14,"11+",12.97,"P",0,235,1,235,5.45958551414416
"6816",171774,27,"26-59",42.4,9,2,"M",1,"Married",0,11,"11+",12.97,"P",0,232,1,232,5.44673737166631
"13129",168411,50,"26-59",42.4,32,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,318,1,318,5.76205138278018
"7828",192841,28,"26-59",42.4,10,3,"F",0,"Single",1,11,"11+",12.97,"P",0,383,1,383,5.94803498918065
"5013",195928,24,"16-25",20.6,6,2,"F",0,"Single",1,0,"0-5",2.5,"D",1,1096,1,1096,6.99942246750796
"11414",189016,66,"60+",65.1,47,3,"F",0,"Married",0,4,"0-5",2.5,"P",0,97,1,97,4.57471097850338
"7720",128085,21,"16-25",20.6,2,3,"M",1,"Single",1,11,"11+",12.97,"P",0,358,1,358,5.8805329864007
"3905",114516,60,"60+",65.1,39,2,"F",0,"Single",1,15,"11+",12.97,"P",0,102,1,102,4.62497281328427
"14502",104836,57,"26-59",42.4,39,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,275,1,275,5.61677109766657
"2510",136129,22,"16-25",20.6,3,1,"F",0,"Married",0,5,"0-5",2.5,"D",1,711,1,711,6.56667242980324
"6245",134345,66,"60+",65.1,47,2,"M",1,"Single",1,10,"6-10",8.02,"P",0,45,1,45,3.80666248977032
"4547",163180,19,"16-25",20.6,0,2,"F",0,"Single",1,14,"11+",12.97,"P",0,186,1,186,5.2257466737132
"12969",198313,68,"60+",65.1,48,4,"F",0,"Married",0,8,"6-10",8.02,"P",0,269,1,269,5.59471137960184
"8629",188219,61,"60+",65.1,43,3,"M",1,"Single",1,8,"6-10",8.02,"P",0,473,1,473,6.15909538849193
"7523",147112,18,"16-25",20.6,0,2,"M",1,"Married",0,10,"6-10",8.02,"D",1,591,1,591,6.3818160174061
"9966",151963,45,"26-59",42.4,25,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,346,1,346,5.84643877505772
"6673",159651,22,"16-25",20.6,4,2,"M",1,"Single",1,14,"11+",12.97,"D",1,557,1,557,6.32256523992728
"7321",183896,59,"26-59",42.4,42,2,"F",0,"Single",1,14,"11+",12.97,"P",0,338,1,338,5.82304589548302
"9911",168142,39,"26-59",42.4,22,3,"F",0,"Married",0,4,"0-5",2.5,"D",1,613,1,613,6.41836493593621
"2312",118114,27,"26-59",42.4,8,1,"F",0,"Single",1,10,"6-10",8.02,"P",0,412,1,412,6.02102334934953
"1024",177948,44,"26-59",42.4,27,1,"F",0,"Single",1,4,"0-5",2.5,"D",1,688,1,688,6.53378883793334
"12135",144117,25,"16-25",20.6,8,3,"M",1,"Single",1,8,"6-10",8.02,"D",1,753,1,753,6.62406522779989
"13530",168527,40,"26-59",42.4,19,4,"F",0,"Single",1,0,"0-5",2.5,"D",1,558,1,558,6.32435896238131
"5986",176415,70,"60+",65.1,50,2,"M",1,"Single",1,6,"6-10",8.02,"P",0,86,1,86,4.45434729625351
"9726",177508,55,"26-59",42.4,37,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,347,1,347,5.84932477994686
"10618",173775,19,"16-25",20.6,2,3,"M",1,"Single",1,12,"11+",12.97,"D",1,936,1,936,6.84161547647759
"943",128094,42,"26-59",42.4,25,1,"F",0,"Married",0,2,"0-5",2.5,"P",0,472,1,472,6.15697898558556
"7225",130143,41,"26-59",42.4,21,2,"F",0,"Married",0,3,"0-5",2.5,"D",1,627,1,627,6.44094654063292
"3670",158402,39,"26-59",42.4,22,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,344,1,344,5.8406416573734
"10376",158743,35,"26-59",42.4,16,3,"F",0,"Married",0,15,"11+",12.97,"P",0,234,1,234,5.4553211153577
"12807",199542,18,"16-25",20.6,0,4,"M",1,"Single",1,8,"6-10",8.02,"D",1,1441,1,1200,7.27309259599952
"5164",141824,65,"60+",65.1,47,2,"M",1,"Single",1,9,"6-10",8.02,"P",0,48,1,48,3.87120101090789
"14246",136697,67,"60+",65.1,46,4,"M",1,"Single",1,5,"0-5",2.5,"P",0,322,1,322,5.77455154554441
"5360",141789,64,"60+",65.1,47,2,"M",1,"Married",0,4,"0-5",2.5,"P",0,245,1,245,5.50125821054473
"1695",167758,21,"16-25",20.6,4,1,"M",1,"Single",1,8,"6-10",8.02,"D",1,809,1,809,6.69579891705849
"5722",110388,17,"16-25",20.6,0,2,"F",0,"Single",1,12,"11+",12.97,"D",1,715,1,715,6.57228254269401
"11678",151329,68,"60+",65.1,48,3,"F",0,"Single",1,4,"0-5",2.5,"P",0,194,1,194,5.26785815906333
"8023",120210,27,"26-59",42.4,7,3,"M",1,"Married",0,6,"6-10",8.02,"P",0,386,1,386,5.95583736946483
"13718",124726,70,"60+",65.1,49,4,"M",1,"Married",0,10,"6-10",8.02,"P",0,41,1,41,3.71357206670431
"1653",145765,24,"16-25",20.6,7,1,"F",0,"Single",1,6,"6-10",8.02,"D",1,518,1,518,6.24997524225948
"1976",152639,70,"60+",65.1,53,1,"M",1,"Married",0,9,"6-10",8.02,"P",0,83,1,83,4.4188406077966
"6121",133600,21,"16-25",20.6,2,2,"F",0,"Single",1,2,"0-5",2.5,"D",1,806,1,806,6.69208374250663
"14906",102760,68,"60+",65.1,49,4,"M",1,"Married",0,6,"6-10",8.02,"P",0,245,1,245,5.50125821054473
"11188",162793,69,"60+",65.1,49,3,"F",0,"Single",1,15,"11+",12.97,"P",0,112,1,112,4.71849887129509
"5989",116294,17,"16-25",20.6,0,2,"M",1,"Married",0,1,"0-5",2.5,"D",1,1170,1,1170,7.0647590277918
"7472",137693,21,"16-25",20.6,3,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,485,1,485,6.18414889093748
"434",134430,24,"16-25",20.6,5,1,"M",1,"Single",1,15,"11+",12.97,"D",1,727,1,727,6.58892647753352
"148",167570,35,"26-59",42.4,18,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,429,1,429,6.06145691892802
"11691",149661,49,"26-59",42.4,31,3,"M",1,"Married",0,4,"0-5",2.5,"D",1,587,1,587,6.3750248198281
"3529",190152,46,"26-59",42.4,28,2,"F",0,"Married",0,2,"0-5",2.5,"D",1,619,1,619,6.4281052726846
"6764",116735,66,"60+",65.1,46,2,"F",0,"Single",1,4,"0-5",2.5,"P",0,198,1,198,5.28826703069454
"13069",126790,62,"60+",65.1,41,4,"F",0,"Married",0,1,"0-5",2.5,"P",0,284,1,284,5.64897423816121
"13062",113829,62,"60+",65.1,42,4,"M",1,"Single",1,14,"11+",12.97,"P",0,53,1,53,3.97029191355212
"3515",182950,23,"16-25",20.6,5,2,"M",1,"Married",0,7,"6-10",8.02,"D",1,537,1,537,6.28599809450886
"9780",163858,48,"26-59",42.4,31,3,"F",0,"Married",0,10,"6-10",8.02,"P",0,374,1,374,5.92425579741453
"7995",183025,18,"16-25",20.6,0,3,"M",1,"Single",1,2,"0-5",2.5,"D",1,1205,1,1200,7.09423484592476
"3355",124703,62,"60+",65.1,43,2,"F",0,"Married",0,1,"0-5",2.5,"P",0,185,1,185,5.22035582507832
"9135",111341,24,"16-25",20.6,6,3,"M",1,"Married",0,12,"11+",12.97,"P",0,388,1,388,5.96100533962327
"6834",152657,38,"26-59",42.4,17,2,"M",1,"Married",0,12,"11+",12.97,"P",0,124,1,124,4.82028156560504
"12486",174311,67,"60+",65.1,49,3,"F",0,"Single",1,1,"0-5",2.5,"P",0,325,1,325,5.78382518232974
"9952",125119,63,"60+",65.1,45,3,"F",0,"Single",1,5,"0-5",2.5,"P",0,395,1,395,5.97888576490112
"8623",151105,23,"16-25",20.6,4,3,"M",1,"Single",1,11,"11+",12.97,"D",1,695,1,695,6.54391184556479
"1875",177882,59,"26-59",42.4,40,1,"M",1,"Married",0,10,"6-10",8.02,"P",0,344,1,344,5.8406416573734
"15099",126382,17,"16-25",20.6,0,4,"M",1,"Single",1,14,"11+",12.97,"P",0,378,1,378,5.93489419561959
"3749",141363,67,"60+",65.1,48,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,52,1,52,3.95124371858143
"3084",186577,19,"16-25",20.6,0,2,"M",1,"Single",1,9,"6-10",8.02,"D",1,1000,1,1000,6.90775527898214
"12785",110113,62,"60+",65.1,41,4,"M",1,"Single",1,7,"6-10",8.02,"P",0,364,1,364,5.89715386763674
"7928",187609,22,"16-25",20.6,3,3,"F",0,"Single",1,4,"0-5",2.5,"D",1,595,1,595,6.38856140554563
"6329",111559,57,"26-59",42.4,38,2,"M",1,"Single",1,6,"6-10",8.02,"P",0,451,1,451,6.11146733950268
"11444",150335,29,"26-59",42.4,9,3,"F",0,"Single",1,3,"0-5",2.5,"D",1,662,1,662,6.49526555593701
"2519",186042,62,"60+",65.1,41,1,"F",0,"Single",1,6,"6-10",8.02,"P",0,362,1,362,5.89164421182577
"5705",122973,32,"26-59",42.4,12,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,436,1,436,6.07764224334903
"8533",180666,67,"60+",65.1,48,3,"F",0,"Married",0,5,"0-5",2.5,"P",0,38,1,38,3.63758615972639
"12917",151048,44,"26-59",42.4,27,4,"M",1,"Single",1,10,"6-10",8.02,"D",1,542,1,542,6.29526600143965
"5293",119000,23,"16-25",20.6,6,2,"M",1,"Single",1,12,"11+",12.97,"D",1,1030,1,1030,6.93731408122368
"496",174649,24,"16-25",20.6,7,1,"F",0,"Single",1,8,"6-10",8.02,"D",1,615,1,615,6.42162226780652
"2008",117198,45,"26-59",42.4,28,1,"M",1,"Single",1,10,"6-10",8.02,"P",0,499,1,499,6.21260609575152
"649",117004,66,"60+",65.1,46,1,"M",1,"Married",0,1,"0-5",2.5,"P",0,406,1,406,6.00635315960173
"322",104748,28,"26-59",42.4,9,1,"M",1,"Single",1,9,"6-10",8.02,"P",0,440,1,440,6.08677472691231
"2829",131913,61,"60+",65.1,42,2,"F",0,"Married",0,3,"0-5",2.5,"D",1,624,1,624,6.43615036836943
"2487",145924,56,"26-59",42.4,37,1,"F",0,"Single",1,12,"11+",12.97,"P",0,208,1,208,5.33753807970132
"7843",196987,19,"16-25",20.6,1,3,"F",0,"Married",0,12,"11+",12.97,"P",0,401,1,401,5.99396142730657
"12997",175822,26,"26-59",42.4,7,4,"F",0,"Single",1,3,"0-5",2.5,"D",1,565,1,565,6.33682573114644
"12734",168131,53,"26-59",42.4,34,3,"M",1,"Single",1,5,"0-5",2.5,"D",1,920,1,920,6.82437367004309
"5061",177272,49,"26-59",42.4,29,2,"F",0,"Married",0,9,"6-10",8.02,"P",0,342,1,342,5.8348107370626
"7941",109891,38,"26-59",42.4,18,3,"M",1,"Single",1,1,"0-5",2.5,"D",1,675,1,675,6.51471269087253
"13180",185296,35,"26-59",42.4,14,4,"M",1,"Single",1,9,"6-10",8.02,"P",0,452,1,452,6.11368217983223
"9400",154959,29,"26-59",42.4,8,3,"F",0,"Single",1,3,"0-5",2.5,"D",1,550,1,550,6.30991827822652
"3306",191631,66,"60+",65.1,46,2,"F",0,"Single",1,14,"11+",12.97,"P",0,59,1,59,4.07753744390572
"1485",192345,55,"26-59",42.4,36,1,"M",1,"Single",1,12,"11+",12.97,"P",0,265,1,265,5.57972982598622
"3412",172354,65,"60+",65.1,48,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,274,1,274,5.61312810638807
"10116",144753,26,"26-59",42.4,9,3,"F",0,"Married",0,15,"11+",12.97,"P",0,243,1,243,5.49306144334055
"12805",184354,60,"60+",65.1,42,4,"F",0,"Single",1,15,"11+",12.97,"P",0,396,1,396,5.98141421125448
"9549",129371,16,"16-25",20.6,0,3,"M",1,"Single",1,14,"11+",12.97,"D",1,613,1,613,6.41836493593621
"10883",124057,44,"26-59",42.4,25,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,432,1,432,6.06842558824411
"5381",114288,33,"26-59",42.4,15,2,"M",1,"Married",0,11,"11+",12.97,"P",0,201,1,201,5.30330490805908
"8243",158579,31,"26-59",42.4,12,3,"F",0,"Married",0,5,"0-5",2.5,"P",0,475,1,475,6.16331480403464
"7044",101432,58,"26-59",42.4,37,2,"M",1,"Married",0,1,"0-5",2.5,"P",0,450,1,450,6.10924758276437
"1",150023,24,"16-25",20.6,5,1,"M",1,"Married",0,11,"11+",12.97,"P",0,203,1,203,5.31320597904179
"15215",121345,62,"60+",65.1,44,4,"M",1,"Married",0,4,"0-5",2.5,"P",0,345,1,345,5.84354441703136
"12962",179593,56,"26-59",42.4,37,4,"M",1,"Single",1,8,"6-10",8.02,"P",0,401,1,401,5.99396142730657
"7306",151790,40,"26-59",42.4,20,2,"M",1,"Married",0,13,"11+",12.97,"P",0,223,1,223,5.40717177146012
"9266",184220,69,"60+",65.1,52,3,"F",0,"Married",0,3,"0-5",2.5,"P",0,128,1,128,4.85203026391962
"1684",148970,51,"26-59",42.4,32,1,"M",1,"Married",0,9,"6-10",8.02,"P",0,398,1,398,5.98645200528444
"15102",186300,54,"26-59",42.4,35,4,"F",0,"Married",0,14,"11+",12.97,"P",0,204,1,204,5.31811999384422
"1789",190282,46,"26-59",42.4,28,1,"F",0,"Single",1,5,"0-5",2.5,"P",0,388,1,388,5.96100533962327
"4927",117920,50,"26-59",42.4,29,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,367,1,367,5.90536184805457
"2570",159850,63,"60+",65.1,43,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,266,1,266,5.5834963087817
"5806",101685,39,"26-59",42.4,19,2,"F",0,"Single",1,12,"11+",12.97,"P",0,210,1,210,5.34710753071747
"10360",146273,64,"60+",65.1,47,3,"F",0,"Married",0,13,"11+",12.97,"P",0,282,1,282,5.64190707093811
"5205",106374,66,"60+",65.1,48,2,"M",1,"Single",1,5,"0-5",2.5,"P",0,428,1,428,6.0591231955818
"79",115414,65,"60+",65.1,48,1,"M",1,"Single",1,15,"11+",12.97,"P",0,26,1,26,3.25809653802148
"6056",116513,60,"60+",65.1,40,2,"F",0,"Single",1,14,"11+",12.97,"P",0,369,1,369,5.91079664404053
"12516",189034,53,"26-59",42.4,36,3,"F",0,"Single",1,3,"0-5",2.5,"D",1,740,1,740,6.60665018619822
"4578",133645,25,"16-25",20.6,8,2,"F",0,"Single",1,14,"11+",12.97,"P",0,208,1,208,5.33753807970132
"9219",189518,26,"26-59",42.4,5,3,"F",0,"Single",1,3,"0-5",2.5,"D",1,685,1,685,6.52941883826223
"2127",144689,35,"26-59",42.4,18,1,"F",0,"Married",0,12,"11+",12.97,"P",0,234,1,234,5.4553211153577
"7392",176805,49,"26-59",42.4,32,2,"M",1,"Single",1,10,"6-10",8.02,"P",0,491,1,491,6.19644412779452
"13498",111542,30,"26-59",42.4,9,4,"M",1,"Married",0,10,"6-10",8.02,"P",0,355,1,355,5.87211778947542
"9753",196964,19,"16-25",20.6,0,3,"M",1,"Married",0,14,"11+",12.97,"D",1,512,1,512,6.23832462503951
"14271",100887,30,"26-59",42.4,13,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,316,1,316,5.75574221358691
"285",113558,49,"26-59",42.4,31,1,"F",0,"Single",1,0,"0-5",2.5,"D",1,526,1,526,6.26530121273771
"2140",155225,39,"26-59",42.4,20,1,"M",1,"Married",0,4,"0-5",2.5,"D",1,660,1,660,6.49223983502047
"5561",177744,34,"26-59",42.4,15,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,385,1,385,5.95324333428778
"1543",140159,26,"26-59",42.4,7,1,"M",1,"Married",0,1,"0-5",2.5,"D",1,562,1,562,6.33150184989369
"3257",118157,24,"16-25",20.6,6,2,"F",0,"Single",1,11,"11+",12.97,"D",1,636,1,636,6.45519856334012
"11722",126746,42,"26-59",42.4,23,3,"M",1,"Married",0,9,"6-10",8.02,"P",0,361,1,361,5.88887795833288
"6558",187820,32,"26-59",42.4,13,2,"F",0,"Single",1,3,"0-5",2.5,"D",1,541,1,541,6.29341927884648
"682",143345,65,"60+",65.1,46,1,"F",0,"Single",1,15,"11+",12.97,"P",0,233,1,233,5.4510384535657
"5877",171129,48,"26-59",42.4,30,2,"M",1,"Single",1,1,"0-5",2.5,"P",0,486,1,486,6.18620862390049
"14621",115248,25,"16-25",20.6,8,4,"F",0,"Married",0,5,"0-5",2.5,"P",0,497,1,497,6.20859002609663
"7349",128818,23,"16-25",20.6,5,2,"M",1,"Single",1,11,"11+",12.97,"D",1,813,1,813,6.70073110954781
"9321",167773,36,"26-59",42.4,19,3,"F",0,"Married",0,3,"0-5",2.5,"D",1,599,1,599,6.39526159811545
"973",181116,22,"16-25",20.6,5,1,"M",1,"Married",0,10,"6-10",8.02,"D",1,693,1,693,6.5410299991899
"6016",191467,66,"60+",65.1,47,2,"M",1,"Married",0,15,"11+",12.97,"P",0,159,1,159,5.06890420222023
"9848",170077,23,"16-25",20.6,4,3,"M",1,"Single",1,9,"6-10",8.02,"D",1,889,1,889,6.7900972355139
"2702",122862,28,"26-59",42.4,7,2,"M",1,"Single",1,11,"11+",12.97,"P",0,184,1,184,5.21493575760899
"5799",177493,25,"16-25",20.6,7,2,"F",0,"Single",1,14,"11+",12.97,"P",0,339,1,339,5.82600010738045
"3344",130412,34,"26-59",42.4,15,2,"M",1,"Single",1,7,"6-10",8.02,"D",1,501,1,501,6.21660610108486
"4005",130786,60,"60+",65.1,40,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,635,1,635,6.45362499889269
"8956",174112,52,"26-59",42.4,33,3,"M",1,"Single",1,5,"0-5",2.5,"D",1,531,1,531,6.27476202124194
"10277",133915,52,"26-59",42.4,31,3,"F",0,"Married",0,4,"0-5",2.5,"D",1,552,1,552,6.31354804627709
"600",152351,25,"16-25",20.6,6,1,"F",0,"Married",0,5,"0-5",2.5,"P",0,482,1,482,6.1779441140506
"8411",172672,50,"26-59",42.4,30,3,"M",1,"Single",1,11,"11+",12.97,"P",0,169,1,169,5.12989871492307
"9569",176400,65,"60+",65.1,47,3,"M",1,"Married",0,8,"6-10",8.02,"P",0,293,1,293,5.68017260901707
"10944",118865,58,"26-59",42.4,38,3,"F",0,"Married",0,13,"11+",12.97,"P",0,233,1,233,5.4510384535657
"7071",136762,23,"16-25",20.6,4,2,"F",0,"Single",1,14,"11+",12.97,"D",1,689,1,689,6.53524127101366
"13360",178383,32,"26-59",42.4,13,4,"F",0,"Single",1,7,"6-10",8.02,"P",0,384,1,384,5.95064255258773
"10367",184604,47,"26-59",42.4,27,3,"F",0,"Married",0,3,"0-5",2.5,"P",0,406,1,406,6.00635315960173
"1200",120184,53,"26-59",42.4,33,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,331,1,331,5.80211837537706
"4040",171178,21,"16-25",20.6,4,2,"M",1,"Married",0,12,"11+",12.97,"P",0,213,1,213,5.36129216570943
"13182",163306,24,"16-25",20.6,5,4,"M",1,"Married",0,15,"11+",12.97,"P",0,296,1,296,5.69035945432406
"523",113232,18,"16-25",20.6,0,1,"M",1,"Single",1,13,"11+",12.97,"D",1,810,1,810,6.69703424766648
"4275",193950,24,"16-25",20.6,6,2,"M",1,"Married",0,14,"11+",12.97,"P",0,244,1,244,5.4971682252932
"5228",155157,66,"60+",65.1,47,2,"M",1,"Married",0,9,"6-10",8.02,"P",0,239,1,239,5.47646355193151
"8569",106246,22,"16-25",20.6,3,3,"M",1,"Married",0,15,"11+",12.97,"D",1,556,1,556,6.32076829425058
"5385",185601,29,"26-59",42.4,9,2,"F",0,"Married",0,6,"6-10",8.02,"P",0,294,1,294,5.68357976733868
"7409",132245,54,"26-59",42.4,35,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,325,1,325,5.78382518232974
"4139",192736,32,"26-59",42.4,12,2,"F",0,"Married",0,5,"0-5",2.5,"P",0,420,1,420,6.04025471127741
"10508",176180,16,"16-25",20.6,0,3,"M",1,"Married",0,11,"11+",12.97,"P",0,176,1,176,5.17048399503815
"4998",150319,17,"16-25",20.6,0,2,"M",1,"Married",0,11,"11+",12.97,"P",0,432,1,432,6.06842558824411
"9985",140755,65,"60+",65.1,46,3,"F",0,"Single",1,14,"11+",12.97,"P",0,168,1,168,5.12396397940326
"7356",114199,35,"26-59",42.4,16,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,326,1,326,5.78689738136671
"14957",141943,30,"26-59",42.4,10,4,"F",0,"Married",0,10,"6-10",8.02,"P",0,289,1,289,5.66642668811243
"216",108450,62,"60+",65.1,42,1,"M",1,"Married",0,10,"6-10",8.02,"P",0,387,1,387,5.95842469302978
"9480",160434,31,"26-59",42.4,14,3,"M",1,"Married",0,3,"0-5",2.5,"D",1,611,1,611,6.4150969591716
"7163",177393,42,"26-59",42.4,25,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,366,1,366,5.90263333340137
"5324",122220,48,"26-59",42.4,30,2,"F",0,"Married",0,13,"11+",12.97,"P",0,162,1,162,5.08759633523238
"6323",139159,28,"26-59",42.4,8,2,"M",1,"Married",0,14,"11+",12.97,"P",0,265,1,265,5.57972982598622
"15209",108420,69,"60+",65.1,50,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,132,1,132,4.88280192258637
"15177",158233,31,"26-59",42.4,12,4,"F",0,"Married",0,14,"11+",12.97,"P",0,186,1,186,5.2257466737132
"7786",161068,50,"26-59",42.4,33,3,"F",0,"Married",0,12,"11+",12.97,"P",0,190,1,190,5.24702407216049
"5431",195840,23,"16-25",20.6,4,2,"F",0,"Single",1,13,"11+",12.97,"D",1,613,1,613,6.41836493593621
"6360",188340,50,"26-59",42.4,31,2,"F",0,"Single",1,8,"6-10",8.02,"P",0,418,1,418,6.03548143252476
"12746",137044,66,"60+",65.1,49,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,37,1,37,3.61091791264422
